代码,名称,数据日期,综合得分,回调深度,收盘价,MA5,MA10,MA20,MA60,RSI6,RSI14,MACD柱,KDJ_K,KDJ_D,KDJ_J,量/MA20量,近10日涨幅%,近20日涨幅%,ATR,BIAS5,详细理由
000633,合金投资,2026-04-13,9.0,中回调,6.91,6.85,6.75,6.75,7.4,66.3,67.4,0.0667,65.2,59.7,76.2,0.66,2.8,-4.8,0.27,0.9,小幅涨:近10日+3% | 回调至MA20(6.75):+2.3% | MACD红柱(已启动) | KDJ金叉(K=65) | 乖离正常:BIAS20=2.3% | 量能健康(0.7xMA20)
000506,招金黄金,2026-04-13,8.5,中回调,17.39,18.15,17.58,17.11,18.85,55.2,60.3,0.2352,57.1,64.9,41.4,1.0,5.8,-4.1,1.04,-4.2,小幅涨:近10日+6% | 回调至MA20(17.11):+1.6% | MACD红柱(已启动) | RSI14=60(正常区) | 乖离正常:BIAS20=1.6% | 量能健康(1.0xMA20)
000559,万向钱潮,2026-04-13,8.5,深回调,16.15,15.66,15.49,15.61,17.58,65.7,64.3,0.1655,58.4,48.9,77.4,1.68,4.7,-4.7,0.62,3.1,小幅涨:近10日+5% | 回调至MA60(17.58) | MACD红柱(已启动) | RSI14=64(正常区) | KDJ金叉(K=58) | 量能健康(1.7xMA20) | 量开始放大
000678,襄阳轴承,2026-04-13,8.0,中回调,12.68,13.19,12.93,12.37,13.38,38.1,65.3,0.1461,57.5,65.7,41.0,0.9,9.6,2.7,0.63,-3.9,上涨:近10日+10% | 回调至MA20(12.37):+2.5% | MACD红柱(已启动) | 乖离正常:BIAS20=2.5% | 量能健康(0.9xMA20)
000153,丰原药业,2026-04-13,7.5,中回调,6.56,6.68,6.66,6.51,6.57,40.7,67.0,0.0202,50.6,65.5,20.9,1.0,2.0,-1.6,0.23,-1.9,小幅涨:近10日+2% | 回调至MA20(6.51):+0.8% | MACD红柱(已启动) | 乖离正常:BIAS20=0.8% | 量能健康(1.0xMA20)
000301,东方盛虹,2026-04-13,7.5,中回调,11.16,11.37,11.14,10.98,11.85,54.1,65.8,0.109,72.8,74.8,68.7,0.86,3.7,-3.5,0.41,-1.8,小幅涨:近10日+4% | 回调至MA20(10.98):+1.6% | MACD红柱(已启动) | 乖离正常:BIAS20=1.6% | 量能健康(0.9xMA20)
000409,云鼎科技,2026-04-13,7.5,中回调,10.66,10.53,10.39,10.4,11.29,72.2,70.3,0.0946,79.6,69.5,99.7,0.67,4.5,-2.4,0.28,1.2,小幅涨:近10日+5% | 回调至MA20(10.40):+2.5% | MACD红柱(已启动) | 乖离正常:BIAS20=2.5% | 量能健康(0.7xMA20)
000419,通程控股,2026-04-13,7.5,深回调,6.15,5.93,5.89,5.9,6.27,62.7,70.2,0.0414,67.7,57.0,89.0,1.68,5.9,-1.1,0.2,3.7,小幅涨:近10日+6% | 回调至MA60(6.27) | MACD红柱(已启动) | KDJ金叉(K=68) | 量能健康(1.7xMA20) | 量开始放大
000420,吉林化纤,2026-04-13,7.5,布林撑,5.06,4.93,4.81,4.82,4.7,70.2,68.3,0.0291,70.7,63.5,85.1,0.61,4.8,5.0,0.24,2.7,小幅涨:近10日+5% | 布林下轨(4.31)获撑 | MACD红柱(已启动) | RSI6金叉RSI14 | 量能健康(0.6xMA20)
000519,中兵红箭,2026-04-13,7.5,深回调,17.64,17.09,16.99,17.06,18.55,72.3,70.2,0.1265,68.1,54.8,94.6,0.94,2.3,-3.5,0.55,3.2,小幅涨:近10日+2% | 回调至MA60(18.55) | MACD红柱(已启动) | KDJ金叉(K=68) | 量能健康(0.9xMA20) | 量开始放大
000592,平潭发展,2026-04-13,7.5,深回调,11.69,11.88,12.01,11.29,11.51,33.7,58.2,0.0529,50.3,63.5,23.9,1.3,10.7,6.0,0.84,-1.6,上涨:近10日+11% | 回调至MA60(11.51) | MACD红柱(已启动) | RSI14=58(正常区) | 量能健康(1.3xMA20) | 量开始放大
000603,盛达资源,2026-04-13,7.5,深回调,40.84,40.71,39.84,39.6,45.63,70.3,72.8,0.5416,66.6,64.7,70.3,0.6,6.1,-7.8,1.81,0.3,上涨:近10日+6% | 回调至MA60(45.63) | MACD红柱(已启动) | KDJ金叉(K=67) | 量能健康(0.6xMA20)
000650,仁和药业,2026-04-13,7.5,中回调,5.84,5.87,5.84,5.76,5.92,39.1,80.5,0.0247,67.2,74.1,53.3,0.73,2.5,-1.4,0.12,-0.4,小幅涨:近10日+2% | 回调至MA20(5.76):+1.4% | MACD红柱(已启动) | 乖离正常:BIAS20=1.4% | 量能健康(0.7xMA20)
000019,深粮控股,2026-04-13,7.0,布林撑,8.3,8.0,7.82,7.67,7.34,68.5,71.4,0.0464,76.3,70.1,88.6,1.87,6.7,9.4,0.39,3.8,上涨:近10日+7% | 布林下轨(7.04)获撑 | MACD红柱(已启动) | 量能健康(1.9xMA20) | 量开始放大
000062,深圳华强,2026-04-13,7.0,布林撑,28.69,28.32,26.77,26.83,25.58,92.2,58.7,0.2545,80.7,66.0,110.1,0.95,3.3,9.5,1.59,1.3,小幅涨:近10日+3% | 布林下轨(24.16)获撑 | MACD红柱(已启动) | RSI14=59(正常区) | 量能健康(0.9xMA20)
000155,川能动力,2026-04-13,7.0,布林撑,17.3,16.79,16.55,15.44,14.06,55.1,69.0,0.1198,63.5,63.5,63.5,1.18,7.1,14.1,1.13,3.0,强势:近20日+14% | 布林下轨(12.81)获撑 | MACD红柱(已启动) | 量能健康(1.2xMA20)
000586,汇源通信,2026-04-13,7.0,布林撑,21.6,22.59,19.57,17.23,15.55,69.4,74.7,0.779,81.3,86.2,71.6,5.0,43.8,36.5,1.4,-4.4,强势:近20日+37% | 布林下轨(10.39)获撑 | MACD红柱(已启动) | 量开始放大
000593,德龙汇能,2026-04-13,7.0,布林撑,17.07,17.53,16.84,15.69,15.34,51.2,70.9,0.1835,60.9,70.9,41.0,1.02,11.4,13.6,1.22,-2.6,强势:近20日+14% | 布林下轨(12.89)获撑 | MACD红柱(已启动) | 量能健康(1.0xMA20)
000338,潍柴动力,2026-04-13,6.5,布林撑,26.88,25.83,25.36,24.67,24.62,66.2,71.8,0.2922,87.6,81.2,100.2,0.8,14.4,8.0,1.41,4.1,上涨:近10日+14% | 布林下轨(22.37)获撑 | MACD红柱(已启动) | 量能健康(0.8xMA20)
000550,江铃汽车,2026-04-13,6.5,深回调,19.06,18.53,18.46,17.97,18.06,52.9,79.3,0.1327,77.1,71.5,88.2,1.19,9.2,6.5,0.57,2.8,上涨:近10日+9% | 回调至MA60(18.06) | MACD红柱(已启动) | 量能健康(1.2xMA20) | 量开始放大
000551,创元科技,2026-04-13,6.5,深回调,14.2,13.76,13.46,13.44,14.48,79.3,71.1,0.1597,77.0,62.4,106.4,1.59,7.2,0.4,0.48,3.2,上涨:近10日+7% | 回调至MA60(14.48) | MACD红柱(已启动) | 量能健康(1.6xMA20) | 量开始放大
000628,高新发展,2026-04-13,6.5,布林撑,55.92,54.42,52.55,51.81,51.99,84.3,70.1,0.6793,79.7,69.3,100.3,1.31,14.1,4.2,2.38,2.8,上涨:近10日+14% | 布林下轨(46.60)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20)
000630,铜陵有色,2026-04-13,6.5,深回调,6.23,6.09,5.97,6.02,6.79,76.3,68.0,0.0718,78.8,65.0,106.5,0.89,6.3,-10.4,0.2,2.4,上涨:近10日+6% | 回调至MA60(6.79) | MACD红柱(已启动) | 量能健康(0.9xMA20) | 量开始放大
000659,珠海中富,2026-04-13,6.5,深回调,4.3,4.16,4.36,4.09,4.35,39.4,64.0,0.0184,47.0,52.9,35.3,1.26,3.1,7.5,0.33,3.5,小幅涨:近10日+3% | 回调至MA60(4.35) | MACD红柱(已启动) | RSI14=64(正常区) | 量能健康(1.3xMA20)
000070,特发信息,2026-04-13,6.0,布林撑,21.1,19.77,18.93,17.12,15.58,63.4,79.3,0.4222,84.2,79.9,92.7,1.63,34.6,23.5,1.58,6.7,"强势:近20日+23% | 布林下轨(12.72)获撑 | MACD红柱(已启动) | 量能健康(1.6xMA20) | 量开始放大 | 偏离MA5过大,追高风险"
000078,海王生物,2026-04-13,6.0,深回调,3.62,3.68,3.54,3.33,3.54,50.5,69.5,0.0706,78.6,78.9,78.1,1.42,14.9,11.4,0.24,-1.7,上涨:近10日+15% | 回调至MA60(3.54) | MACD红柱(已启动) | 量能健康(1.4xMA20)
000408,藏格矿业,2026-04-13,6.0,深回调,82.34,83.0,82.11,79.42,83.87,50.7,75.9,0.7083,70.5,76.4,58.5,0.68,2.3,3.3,2.9,-0.8,小幅涨:近10日+2% | 回调至MA60(83.87) | MACD红柱(已启动) | 量能健康(0.7xMA20) | 量开始放大
000426,兴业银锡,2026-04-13,6.0,深回调,42.72,42.55,41.41,41.09,48.88,75.0,72.5,0.7303,72.7,69.3,79.3,0.63,6.6,-8.9,1.88,0.4,上涨:近10日+7% | 回调至MA60(48.88) | MACD红柱(已启动) | 量能健康(0.6xMA20)
000626,远大控股,2026-04-13,6.0,布林撑,8.67,8.19,8.12,8.14,7.93,65.3,67.1,0.0393,74.0,59.9,102.3,2.36,3.8,2.6,0.38,5.8,小幅涨:近10日+4% | 布林下轨(7.48)获撑 | MACD红柱(已启动) | 量开始放大
000039,中集集团,2026-04-13,5.5,深回调,11.82,11.62,11.24,11.27,11.2,88.6,68.7,0.0792,75.2,65.6,94.4,0.81,5.3,-3.7,0.53,1.7,小幅涨:近10日+5% | 回调至MA60(11.20) | MACD红柱(已启动) | 量能健康(0.8xMA20)
000652,泰达股份,2026-04-13,5.5,深回调,4.11,4.15,4.05,3.99,4.17,63.5,71.3,0.0331,69.0,69.6,67.8,0.77,4.6,0.0,0.14,-1.0,小幅涨:近10日+5% | 回调至MA60(4.17) | MACD红柱(已启动) | 量能健康(0.8xMA20)
000683,博源化工,2026-04-13,5.5,深回调,8.86,8.82,8.62,8.57,8.62,83.0,71.9,0.0427,74.5,68.9,85.6,0.71,3.1,-4.8,0.32,0.4,小幅涨:近10日+3% | 回调至MA60(8.62) | MACD红柱(已启动) | 量能健康(0.7xMA20)
000612,焦作万方,2026-04-13,4.0,深回调,13.51,12.4,12.14,12.03,13.27,77.7,74.1,0.2003,81.5,68.5,107.5,1.81,15.6,-3.1,0.58,8.9,"上涨:近10日+16% | 回调至MA60(13.27) | MACD红柱(已启动) | 量能健康(1.8xMA20) | 量开始放大 | 偏离MA5过大,追高风险 | 突破MA5较多,追涨风险"
