代码,名称,数据日期,综合得分,回调深度,收盘价,MA5,MA10,MA20,MA60,RSI6,RSI14,MACD柱,KDJ_K,KDJ_D,KDJ_J,量/MA20量,近10日涨幅%,近20日涨幅%,ATR,BIAS5,详细理由
000519,中兵红箭,2026-04-13,7.5,深回调,17.64,17.09,16.99,17.06,18.55,72.3,70.2,0.1265,68.1,54.8,94.6,0.94,2.3,-3.5,0.55,3.2,小幅涨:近10日+2% | 回调至MA60(18.55) | MACD红柱(已启动) | KDJ金叉(K=68) | 量能健康(0.9xMA20) | 量开始放大
000019,深粮控股,2026-04-13,7.0,布林撑,8.3,8.0,7.82,7.67,7.34,68.5,71.4,0.0464,76.3,70.1,88.6,1.87,6.7,9.4,0.39,3.8,上涨:近10日+7% | 布林下轨(7.04)获撑 | MACD红柱(已启动) | 量能健康(1.9xMA20) | 量开始放大
000062,深圳华强,2026-04-13,7.0,布林撑,28.69,28.32,26.77,26.83,25.58,92.2,58.7,0.2545,80.7,66.0,110.1,0.95,3.3,9.5,1.59,1.3,小幅涨:近10日+3% | 布林下轨(24.16)获撑 | MACD红柱(已启动) | RSI14=59(正常区) | 量能健康(0.9xMA20)
000155,川能动力,2026-04-13,7.0,布林撑,17.3,16.79,16.55,15.44,14.06,55.1,69.0,0.1198,63.5,63.5,63.5,1.18,7.1,14.1,1.13,3.0,强势:近20日+14% | 布林下轨(12.81)获撑 | MACD红柱(已启动) | 量能健康(1.2xMA20)
000338,潍柴动力,2026-04-13,6.5,布林撑,26.88,25.83,25.36,24.67,24.62,66.2,71.8,0.2922,87.6,81.2,100.2,0.8,14.4,8.0,1.41,4.1,上涨:近10日+14% | 布林下轨(22.37)获撑 | MACD红柱(已启动) | 量能健康(0.8xMA20)
000070,特发信息,2026-04-13,6.0,布林撑,21.1,19.77,18.93,17.12,15.58,63.4,79.3,0.4222,84.2,79.9,92.7,1.63,34.6,23.5,1.58,6.7,"强势:近20日+23% | 布林下轨(12.72)获撑 | MACD红柱(已启动) | 量能健康(1.6xMA20) | 量开始放大 | 偏离MA5过大,追高风险"
000078,海王生物,2026-04-13,6.0,深回调,3.62,3.68,3.54,3.33,3.54,50.5,69.5,0.0706,78.6,78.9,78.1,1.42,14.9,11.4,0.24,-1.7,上涨:近10日+15% | 回调至MA60(3.54) | MACD红柱(已启动) | 量能健康(1.4xMA20)
000408,藏格矿业,2026-04-13,6.0,深回调,82.34,83.0,82.11,79.42,83.87,50.7,75.9,0.7083,70.5,76.4,58.5,0.68,2.3,3.3,2.9,-0.8,小幅涨:近10日+2% | 回调至MA60(83.87) | MACD红柱(已启动) | 量能健康(0.7xMA20) | 量开始放大
000426,兴业银锡,2026-04-13,6.0,深回调,42.72,42.55,41.41,41.09,48.88,75.0,72.5,0.7303,72.7,69.3,79.3,0.63,6.6,-8.9,1.88,0.4,上涨:近10日+7% | 回调至MA60(48.88) | MACD红柱(已启动) | 量能健康(0.6xMA20)
000039,中集集团,2026-04-13,5.5,深回调,11.82,11.62,11.24,11.27,11.2,88.6,68.7,0.0792,75.2,65.6,94.4,0.81,5.3,-3.7,0.53,1.7,小幅涨:近10日+5% | 回调至MA60(11.20) | MACD红柱(已启动) | 量能健康(0.8xMA20)
